Erwerber,Jahr,Bezirk,"Median-Preis (gesamt, €)","Median-Preis (relativ, €)",Anzahl Transaktionen,Gesamt-Volumen (€),bez_num
Unternehmen,2002,3. Landstraße ,1400000,1080,21,80966850.38,3
Unternehmen,2002,4. Wieden ,2107512,1981.71,11,26369971,4
Unternehmen,2002,5. Margareten ,781232.75,1361.74,4,3416521,5
Unternehmen,2002,6. Mariahilf ,915700,1177.99,9,8699247.4,6
Unternehmen,2002,7. Neubau ,1071202.5,1300.73,24,30436673.02,7
Unternehmen,2002,8. Josefstadt ,1309431,1547.48,8,13622608.5,8
Unternehmen,2002,9. Alsergrund ,872074,1356.96,17,25078914.74,9
Unternehmen,2003,1. Innere Stadt ,7287300,9984.52,17,137592548,1
Unternehmen,2003,10. Favoriten ,280000,356.36,13,19581778.67,10
Unternehmen,2003,11. Simmering ,770000,324.8,19,40444112.9,11
Unternehmen,2003,12. Meidling ,365000,669.96,20,12082089.9869,12
Unternehmen,2003,13. Hietzing ,607500,772.53,10,7730499.01,13
Unternehmen,2003,14. Penzing ,400000,321.34,9,8096298.003,14
Unternehmen,2003,15. Rudolfsheim-Fünfhaus ,387500,807.02,21,12180875.68,15
Unternehmen,2003,16. Ottakring ,366658,724.3,9,3534398,16
Unternehmen,2003,17. Hernals ,465000,785.46,12,8517800,17
Unternehmen,2003,18. Währing ,384000,1200,3,1793000,18
Unternehmen,2003,19. Döbling ,392500,581.38,7,18376253.71,19
Unternehmen,2003,2. Leopoldstadt ,647500,859.55,26,29002583.25,2
Unternehmen,2003,20. Brigittenau ,571000,810.19,15,8870949,20
Unternehmen,2003,21. Floridsdorf ,436218.5,254.75,47,47754205.609,21
Unternehmen,2003,22. Donaustadt ,438000,201.94,29,29876442.43,22
Unternehmen,2003,23. Liesing ,470000,275.23,33,37675069.8,23
Unternehmen,2003,3. Landstraße ,1450000,1240.46,22,72188284,3
Unternehmen,2003,4. Wieden ,1420000,2956.2,13,34628174,4
Unternehmen,2003,5. Margareten ,750000,1607.14,13,15843402,5
Unternehmen,2003,6. Mariahilf ,800000,1303.19,19,59032656.9,6
Unternehmen,2003,7. Neubau ,1380000,1193.32,27,82311366.5,7
Unternehmen,2003,8. Josefstadt ,1240000,2168.45,12,16308565.9,8
Unternehmen,2003,9. Alsergrund ,1461728.5,1996.78,36,86358218.8,9
Unternehmen,2004,1. Innere Stadt ,5875000,7711.81,12,100625090,1
Unternehmen,2004,10. Favoriten ,400000,538.35,25,11608013.08,10
Unternehmen,2004,11. Simmering ,485000,334,17,12536320,11
Unternehmen,2004,12. Meidling ,390000,666.67,29,18884119.02,12
Unternehmen,2004,13. Hietzing ,675000,814.04,14,11754340,13
Unternehmen,2004,14. Penzing ,740000,447.43,5,9946846,14
Unternehmen,2004,15. Rudolfsheim-Fünfhaus ,600000,911.85,19,15777303.7,15
Unternehmen,2004,16. Ottakring ,600000,974.49,15,16587000,16
Unternehmen,2004,17. Hernals ,473166,733.58,10,8941703.5,17
Unternehmen,2004,18. Währing ,505000,862.72,7,2809830,18
Unternehmen,2004,19. Döbling ,142500,630,11,7410137,19
Unternehmen,2004,2. Leopoldstadt ,620000,837.51,30,34624375.2,2
Unternehmen,2004,20. Brigittenau ,770000,959.86,23,58843123.7,20
Unternehmen,2004,21. Floridsdorf ,257170,249.6,41,17043797.45,21
Unternehmen,2004,22. Donaustadt ,290000,183.63,43,36973933.44,22
Unternehmen,2004,23. Liesing ,463700,284.95,32,35704541.3,23
Unternehmen,2004,3. Landstraße ,1300000,1750,21,168747537,3
Unternehmen,2004,4. Wieden ,2600000,3733.61,6,20131640,4
Unternehmen,2004,5. Margareten ,650000,1804.36,21,26548500,5
Unternehmen,2004,6. Mariahilf ,1480000,1673.94,17,34731963,6
Unternehmen,2004,7. Neubau ,1635000,2565.96,20,42730022,7
Unternehmen,2004,8. Josefstadt ,1100000,2152.32,9,20780769,8
Unternehmen,2004,9. Alsergrund ,1332500,1973.1,28,81810789,9
Unternehmen,2005,1. Innere Stadt ,4897500,10503.2,8,89089000,1
Unternehmen,2005,10. Favoriten ,650000,1019.79,25,25008575,10
Unternehmen,2005,11. Simmering ,1000000,310.85,23,54547610,11
Unternehmen,2005,12. Meidling ,417500,688.59,30,65055308,12
Unternehmen,2005,13. Hietzing ,485400,446.51,14,11998736.98,13
Unternehmen,2005,14. Penzing ,450000,497.87,27,19684360,14
Unternehmen,2005,15. Rudolfsheim-Fünfhaus ,440000,912.81,15,12346200,15
Unternehmen,2005,16. Ottakring ,408000,897.44,17,8293750,16
Unternehmen,2005,17. Hernals ,406550,548.95,17,6960560,17
Unternehmen,2005,18. Währing ,715000,756.82,8,4847230,18
Unternehmen,2005,19. Döbling ,508710,566.45,27,35782682,19
Unternehmen,2005,2. Leopoldstadt ,780000,1272.27,32,33850930.9,2
Unternehmen,2005,20. Brigittenau ,650000,1001.76,29,37519050.8,20
Unternehmen,2005,21. Floridsdorf ,329300,398.52,36,31750819,21
Unternehmen,2005,22. Donaustadt ,266220,261.4,58,43816660.18,22
Unternehmen,2005,23. Liesing ,610000,278.64,46,80855699.7,23
Unternehmen,2005,3. Landstraße ,1135450,1231.27,26,64820588,3
Unternehmen,2005,4. Wieden ,1070000,1748.82,14,24070000,4
Unternehmen,2005,5. Margareten ,740000,1403.7,30,28760400,5
Unternehmen,2005,6. Mariahilf ,900000,1390.24,17,45596319,6
Unternehmen,2005,7. Neubau ,1200000,1906.48,28,39338573,7
Unternehmen,2005,8. Josefstadt ,1090000,2201.84,24,38035000,8
Unternehmen,2005,9. Alsergrund ,980000,2071.97,39,51920894,9
Unternehmen,2006,1. Innere Stadt ,9250000,13095.83,23,296658011,1
Unternehmen,2006,10. Favoriten ,455000,751.88,19,17557482,10
Unternehmen,2006,11. Simmering ,404167,342,23,24312249,11
Unternehmen,2006,12. Meidling ,791250,1059.43,42,72179863.9,12
Unternehmen,2006,13. Hietzing ,460000,600.84,25,17936288.6,13
Unternehmen,2006,14. Penzing ,627072,770,11,17072822,14
Unternehmen,2006,15. Rudolfsheim-Fünfhaus ,667500,1076.12,6,6176000,15
Unternehmen,2006,16. Ottakring ,477500,581.27,10,5560001.1,16
Unternehmen,2006,17. Hernals ,330000,600,5,1792000,17
Unternehmen,2006,18. Währing ,1229000,927.21,4,5978000,18
Unternehmen,2006,19. Döbling ,250000,480,15,29467900,19
Unternehmen,2006,2. Leopoldstadt ,970000,1157.13,27,98179391.9,2
Unternehmen,2006,20. Brigittenau ,880000,1441.15,21,50541117.4,20
Unternehmen,2006,21. Floridsdorf ,304166.5,341.77,36,21415481.45,21
Unternehmen,2006,22. Donaustadt ,329500,232.96,58,59254854.7,22
Unternehmen,2006,23. Liesing ,529275,276,52,59469319.4,23
Unternehmen,2006,3. Landstraße ,1493775,2143.87,30,84160165,3
Unternehmen,2006,4. Wieden ,4463659,4465.93,6,27961405,4
Unternehmen,2006,5. Margareten ,566300,1402.54,23,53848580,5
Unternehmen,2006,6. Mariahilf ,839612,1457.99,16,20073824,6
Unternehmen,2006,7. Neubau ,1500000,2298.42,27,68343371,7
Unternehmen,2006,8. Josefstadt ,2175000,3245.32,6,16490000,8
Unternehmen,2006,9. Alsergrund ,1650000,3033.71,38,111001495,9
Unternehmen,2007,1. Innere Stadt ,13166180,15549.83,11,164375680,1
Unternehmen,2007,10. Favoriten ,710000,971.27,25,30667556,10
Unternehmen,2007,11. Simmering ,300000,342.64,25,12217043,11
Unternehmen,2007,12. Meidling ,545000,1037.34,29,38205291,12
Unternehmen,2007,13. Hietzing ,690000,853.24,29,29938065,13
Unternehmen,2007,14. Penzing ,610000,800.89,8,17281330,14
Unternehmen,2007,15. Rudolfsheim-Fünfhaus ,955000,928.13,4,4310000,15
Unternehmen,2007,16. Ottakring ,405000,836.79,12,10243340,16
Unternehmen,2007,17. Hernals ,415000,710.7,8,3207476,17
Unternehmen,2007,18. Währing ,1412500,991.2,4,4875000,18
Unternehmen,2007,19. Döbling ,600000,556.4,23,31354213,19
Unternehmen,2007,2. Leopoldstadt ,1100000,1552.11,36,155870755,2
Unternehmen,2007,20. Brigittenau ,860000,1594.49,21,33899133,20
Unternehmen,2007,21. Floridsdorf ,451000,320,32,24310093,21
Unternehmen,2007,22. Donaustadt ,400000,271.37,54,42539733,22
Unternehmen,2007,23. Liesing ,562500,293.03,48,43022577.3,23
Unternehmen,2007,3. Landstraße ,807500,1539.1,26,54473750,3
Unternehmen,2007,4. Wieden ,1475000,3800.4,10,35687000,4
Unternehmen,2007,5. Margareten ,1025000,2065.77,24,51722741.1,5
Unternehmen,2007,6. Mariahilf ,1550787,2873.55,10,31476574,6
Unternehmen,2007,7. Neubau ,1600000,2690.29,27,157199069,7
Unternehmen,2007,8. Josefstadt ,901234.5,2878.53,9,9849322,8
Unternehmen,2007,9. Alsergrund ,1355000,2721.36,14,49755500,9
Unternehmen,2008,1. Innere Stadt ,12500000,16547.83,10,127566100,1
Unternehmen,2008,10. Favoriten ,615900,700.43,11,14674300,10
Unternehmen,2008,11. Simmering ,855000,334.94,20,42265880,11
Unternehmen,2008,12. Meidling ,600000,1040,47,52324751,12
Unternehmen,2008,13. Hietzing ,542000,1231.53,11,12219351,13
Unternehmen,2008,14. Penzing ,700284,844.9,14,19861283,14
Unternehmen,2008,15. Rudolfsheim-Fünfhaus ,1545000,1552.76,9,26017636,15
Unternehmen,2008,16. Ottakring ,751500,737.99,10,17321000,16
Unternehmen,2008,17. Hernals ,580000,981.82,11,8082923,17
Unternehmen,2008,18. Währing ,1443050,1071.67,8,15829380,18
Unternehmen,2008,19. Döbling ,393182.5,580,22,16937195,19
Unternehmen,2008,2. Leopoldstadt ,1050000,1309.86,25,104960454.96,2
Unternehmen,2008,20. Brigittenau ,700000,1479.8,19,17303000,20
Unternehmen,2008,21. Floridsdorf ,561430,210,56,61195005,21
Unternehmen,2008,22. Donaustadt ,390000,250,61,70361730.99,22
Unternehmen,2008,23. Liesing ,577947.5,360.73,46,59052119.25,23
Unternehmen,2008,3. Landstraße ,2040000,2467.92,28,108020652,3
Unternehmen,2008,4. Wieden ,1719000,2427.92,9,35952750,4
Unternehmen,2008,5. Margareten ,1245000,2006.52,20,35556349,5
Unternehmen,2008,6. Mariahilf ,1600000,1860.47,19,35095000,6
Unternehmen,2008,7. Neubau ,2100000,3051.32,19,70268300,7
Unternehmen,2008,8. Josefstadt ,1865000,3742.52,16,36387000,8
Unternehmen,2008,9. Alsergrund ,1850000,2486.91,11,18879000,9
Unternehmen,2009,1. Innere Stadt ,10555000,14125.25,20,277811180,1
Unternehmen,2009,10. Favoriten ,941317,1325.13,14,30673740,10
Unternehmen,2009,11. Simmering ,376000,394.74,13,12579828,11
Unternehmen,2009,12. Meidling ,900000,993.38,25,27225179.6,12
Unternehmen,2009,13. Hietzing ,655000,678.92,12,12409975,13
Unternehmen,2009,14. Penzing ,798380,506.73,23,39983739,14
Unternehmen,2009,15. Rudolfsheim-Fünfhaus ,800000,1503.76,9,7724850,15
Unternehmen,2009,16. Ottakring ,849902.5,1363.53,12,11113655,16
Unternehmen,2009,17. Hernals ,576494.5,964.54,12,9290989,17
Unternehmen,2009,18. Währing ,950000,1738.49,28,31400501,18
Unternehmen,2009,19. Döbling ,1008000,898.06,31,44087346.4,19
Unternehmen,2009,2. Leopoldstadt ,1235000,1825.51,31,77536423,2
Unternehmen,2009,20. Brigittenau ,750000,1252.65,20,23218000,20
Unternehmen,2009,21. Floridsdorf ,185000,227.27,34,25050354.1,21
Unternehmen,2009,22. Donaustadt ,330000,260,54,61994143,22
Unternehmen,2009,23. Liesing ,545000,402.04,38,35154859.6,23
Unternehmen,2009,3. Landstraße ,3150000,5629.7,13,128984330,3
Unternehmen,2009,4. Wieden ,2155000,4072.43,12,36485000,4
Unternehmen,2009,5. Margareten ,430000,1200,9,5936260,5
Unternehmen,2009,6. Mariahilf ,1875000,2072.5,11,29277000,6
Unternehmen,2009,7. Neubau ,1720000,2275.08,25,54802245,7
Unternehmen,2009,8. Josefstadt ,2184500,3503.74,12,35469000,8
Unternehmen,2009,9. Alsergrund ,3100000,3798.34,21,74726300,9
Unternehmen,2010,1. Innere Stadt ,12000000,17034.48,9,123496500,1
Unternehmen,2010,10. Favoriten ,660983.95,414.16,22,25435873.1,10
Unternehmen,2010,11. Simmering ,654142,290,17,30398993,11
Unternehmen,2010,12. Meidling ,850000,1284.11,35,99191645,12
Unternehmen,2010,13. Hietzing ,650000,611.45,19,14989840,13
Unternehmen,2010,14. Penzing ,790000,616.37,21,24704012,14
Unternehmen,2010,15. Rudolfsheim-Fünfhaus ,1175000,1501.73,22,25896960,15
Unternehmen,2010,16. Ottakring ,840000,1114.93,14,16767430,16
Unternehmen,2010,17. Hernals ,620000,1293.63,23,21153800,17
Unternehmen,2010,18. Währing ,1120000,1576.18,33,41496977.1,18
Unternehmen,2010,19. Döbling ,1294736.5,1372.51,26,47418684,19
Unternehmen,2010,2. Leopoldstadt ,1400000,2050.11,24,44790845,2
Unternehmen,2010,20. Brigittenau ,900000,2322.83,13,15037500,20
Unternehmen,2010,21. Floridsdorf ,260000,338.05,42,27162171.483,21
Unternehmen,2010,22. Donaustadt ,459500,305,54,62188672,22
Unternehmen,2010,23. Liesing ,570000,313.48,47,47788077.6,23
Unternehmen,2010,3. Landstraße ,2965000,2759.09,18,89821260,3
Unternehmen,2010,4. Wieden ,2130000,3996.98,11,41662286,4
Unternehmen,2010,5. Margareten ,1550000,2373.71,20,36203000,5
Unternehmen,2010,6. Mariahilf ,1675000,3770.26,10,24485679,6
Unternehmen,2010,7. Neubau ,2550000,3233.41,16,100673300,7
Unternehmen,2010,8. Josefstadt ,2190000,2710.63,8,22160000,8
Unternehmen,2010,9. Alsergrund ,2200000,4223.82,16,41272009,9
Unternehmen,2011,1. Innere Stadt ,19000000,17878.43,7,124013500,1
Unternehmen,2011,10. Favoriten ,1274369.5,1613.18,22,39740366,10
Unternehmen,2011,11. Simmering ,734166.5,353.43,16,60294823,11
Unternehmen,2011,12. Meidling ,764250,1194.66,26,25953255,12
Unternehmen,2011,13. Hietzing ,675000,870,20,28278730,13
Unternehmen,2011,14. Penzing ,772500,1201.63,20,16290916,14
Unternehmen,2011,15. Rudolfsheim-Fünfhaus ,1149000,1854.3,19,30065172,15
Unternehmen,2011,16. Ottakring ,850000,1262.63,31,31447310,16
Unternehmen,2011,17. Hernals ,950000,1780.76,23,33031650,17
Unternehmen,2011,18. Währing ,900000,1761.25,19,21662837,18
Unternehmen,2011,19. Döbling ,1500000,1423.08,31,82263917,19
Unternehmen,2011,2. Leopoldstadt ,1750000,2625.15,25,110585593,2
Unternehmen,2011,20. Brigittenau ,1375000,2362.85,9,17019000,20
Unternehmen,2011,21. Floridsdorf ,347500,400.32,38,22172177,21
Unternehmen,2011,22. Donaustadt ,518500,409.09,54,74652282.9,22
Unternehmen,2011,23. Liesing ,580000,319.65,49,74434193,23
Unternehmen,2011,3. Landstraße ,2150000,2626.03,24,76969281,3
Unternehmen,2011,4. Wieden ,8300000,6961.08,7,61450000,4
Unternehmen,2011,5. Margareten ,1925000,1950.89,10,22451000,5
Unternehmen,2011,6. Mariahilf ,2110000,2904.56,8,46410000,6
Unternehmen,2011,7. Neubau ,4150000,3929.68,9,35079000,7
Unternehmen,2011,8. Josefstadt ,1400000,3307.74,8,23535000,8
Unternehmen,2011,9. Alsergrund ,2560000,4985.62,19,82647000,9
Unternehmen,2012,1. Innere Stadt ,10230000,17822.3,6,57416800,1
Unternehmen,2012,10. Favoriten ,487500,930.49,19,59471601,10
Unternehmen,2012,11. Simmering ,450000,442.44,15,15563732,11
Unternehmen,2012,12. Meidling ,681668,1236.57,28,30924918.8,12
Unternehmen,2012,13. Hietzing ,1085000,1203.44,10,19053040,13
Unternehmen,2012,14. Penzing ,1150000,1364.76,21,25983950,14
Unternehmen,2012,15. Rudolfsheim-Fünfhaus ,1111250,2145.35,18,42930500,15
Unternehmen,2012,16. Ottakring ,990000,1765.03,24,26258000,16
Unternehmen,2012,17. Hernals ,962500,1591.11,18,27707500,17
Unternehmen,2012,18. Währing ,2100000,2293.58,21,56904700,18
Unternehmen,2012,19. Döbling ,1575000,1375.28,27,68471629.8,19
Unternehmen,2012,2. Leopoldstadt ,2600000,3734.2,26,93405704,2
Unternehmen,2012,20. Brigittenau ,1450000,2050.5,19,32718354,20
Unternehmen,2012,21. Floridsdorf ,434376,480.26,47,46599554,21
Unternehmen,2012,22. Donaustadt ,572247.3,350,60,157740206.6,22
Unternehmen,2012,23. Liesing ,724500,408.8,50,58522866.3,23
Unternehmen,2012,3. Landstraße ,2500000,3587.44,15,40938430,3
Unternehmen,2012,4. Wieden ,4032500,5362.34,12,58617061,4
Unternehmen,2012,5. Margareten ,3050000,3599.61,16,46363000,5
Unternehmen,2012,6. Mariahilf ,1800000,3002.89,13,43525000,6
Unternehmen,2012,7. Neubau ,2970000,5052.98,14,73860000,7
Unternehmen,2012,8. Josefstadt ,2459074.5,4608.2,8,23753149,8
Unternehmen,2012,9. Alsergrund ,2052500,6140.56,8,19822200,9
Unternehmen,2013,1. Innere Stadt ,11265000,15729.37,14,196487000,1
Unternehmen,2013,10. Favoriten ,980000,958.14,25,66280703,10
Unternehmen,2013,11. Simmering ,610000,404.49,19,25471798,11
Unternehmen,2013,12. Meidling ,1150000,1702.13,31,42047900,12
Unternehmen,2013,13. Hietzing ,1160000,1148.51,13,24633640,13
Unternehmen,2013,14. Penzing ,1135000,1124.52,21,66258240.1,14
Unternehmen,2013,15. Rudolfsheim-Fünfhaus ,1174000,2537.59,19,31712559.8,15
Unternehmen,2013,16. Ottakring ,877500,1855.29,24,27740000,16
Unternehmen,2013,17. Hernals ,870000,1359.38,22,26791150,17
Unternehmen,2013,18. Währing ,1800000,2297.79,21,42937110,18
Unternehmen,2013,19. Döbling ,1330100,1642.29,31,67220380,19
Unternehmen,2013,2. Leopoldstadt ,2237500,3351.69,28,127645544,2
Unternehmen,2013,20. Brigittenau ,1366743,2309.44,26,56976186,20
Unternehmen,2013,21. Floridsdorf ,725000,624.77,70,77741131,21
Unternehmen,2013,22. Donaustadt ,673900.65,449.98,118,129214898.9,22
Unternehmen,2013,23. Liesing ,700000,426.89,73,73504218.9,23
Unternehmen,2013,3. Landstraße ,3000000,3395.59,21,92128290,3
Unternehmen,2013,4. Wieden ,4827500,6292.01,12,67128125,4
Unternehmen,2013,5. Margareten ,1350000,3214.29,19,34352081,5
Unternehmen,2013,6. Mariahilf ,2795500,4507.86,10,47166000,6
Unternehmen,2013,7. Neubau ,4790000,6162.79,13,105990000,7
Unternehmen,2013,8. Josefstadt ,4362500,6253.35,12,63905000,8
Unternehmen,2013,9. Alsergrund ,3415000,5615.22,26,171066381,9
Unternehmen,2014,1. Innere Stadt ,13300000,21225.96,10,287888080,1
Unternehmen,2014,10. Favoriten ,1435000,1748.83,36,141208420,10
Unternehmen,2014,11. Simmering ,875000,434.97,28,147959446,11
Unternehmen,2014,12. Meidling ,974000,1648.14,34,43920036,12
Unternehmen,2014,13. Hietzing ,632500,706.97,19,20510000,13
Unternehmen,2014,14. Penzing ,1025000,917.35,49,61433940,14
Unternehmen,2014,15. Rudolfsheim-Fünfhaus ,1170000,2034.95,34,94388639.9,15
Unternehmen,2014,16. Ottakring ,1175000,2139.35,38,45372500,16
Unternehmen,2014,17. Hernals ,965000,1721.73,18,17989035.2,17
Unternehmen,2014,18. Währing ,1887500,2021.14,28,71419405,18
Unternehmen,2014,19. Döbling ,1793150,2162.23,40,94224551,19
Unternehmen,2014,2. Leopoldstadt ,3537000,3271.03,23,150798539,2
Unternehmen,2014,20. Brigittenau ,1925000,3265.21,20,92749394,20
Unternehmen,2014,21. Floridsdorf ,505000,510.1,47,65896303.3,21
Unternehmen,2014,22. Donaustadt ,450000,420.17,100,87747019.24,22
Unternehmen,2014,23. Liesing ,512500,431.48,68,81908063.2,23
Unternehmen,2014,3. Landstraße ,5791500,4593.25,12,77893000,3
Unternehmen,2014,4. Wieden ,5362500,7267.28,4,25766500,4
Unternehmen,2014,5. Margareten ,1645000,3987.14,14,35802600,5
Unternehmen,2014,6. Mariahilf ,2400000,3431.13,8,21470005,6
Unternehmen,2014,7. Neubau ,3300000,7056.34,13,84313517,7
Unternehmen,2014,8. Josefstadt ,3100000,5833.93,9,29517100,8
Unternehmen,2014,9. Alsergrund ,2900000,5598.46,13,89569450,9
Unternehmen,2015,1. Innere Stadt ,14100000,23270.44,7,116470000,1
Unternehmen,2015,10. Favoriten ,1500000,2095.81,33,63245140,10
Unternehmen,2015,11. Simmering ,550000,600,27,38336148,11
Unternehmen,2015,12. Meidling ,814500,1413.84,48,60306501,12
Unternehmen,2015,13. Hietzing ,761000,832.5,26,29918642,13
Unternehmen,2015,14. Penzing ,955000,826.67,58,133041402,14
Unternehmen,2015,15. Rudolfsheim-Fünfhaus ,1800000,3044.86,57,132263956,15
Unternehmen,2015,16. Ottakring ,1300000,2219.73,27,45497512,16
Unternehmen,2015,17. Hernals ,1200000,2316.6,23,32103995,17
Unternehmen,2015,18. Währing ,1867000,3536.84,27,107368540,18
Unternehmen,2015,19. Döbling ,1622500,1953.01,38,95989844,19
Unternehmen,2015,2. Leopoldstadt ,3850000,5201.4,27,176642710,2
Unternehmen,2015,20. Brigittenau ,1310000,2494.64,14,20550000,20
Unternehmen,2015,21. Floridsdorf ,642500,506.82,73,80450484,21
Unternehmen,2015,22. Donaustadt ,637975,526.04,121,159177485.1,22
Unternehmen,2015,23. Liesing ,892500,490.95,71,185708352.6,23
Unternehmen,2015,3. Landstraße ,3000000,5487.23,23,99030577,3
Unternehmen,2015,4. Wieden ,5100000,7853.34,19,136327860,4
Unternehmen,2015,5. Margareten ,2527500,4164.55,14,54718248,5
Unternehmen,2015,6. Mariahilf ,3700000,7203.52,12,72350790,6
Unternehmen,2015,7. Neubau ,3970000,6906.08,15,150900760,7
Unternehmen,2015,8. Josefstadt ,4500000,6852.79,7,32420000,8
Unternehmen,2015,9. Alsergrund ,3250000,6081.08,16,109232237,9
Unternehmen,2016,1. Innere Stadt ,21297000,24330.12,7,169230000,1
Unternehmen,2016,10. Favoriten ,1356500,1031.47,38,106119269,10
Unternehmen,2016,11. Simmering ,1400000,669.52,28,110640938,11
Unternehmen,2016,12. Meidling ,1185000,2176.99,52,117398530,12
Unternehmen,2016,13. Hietzing ,925000,1618.32,25,38643960,13
Unternehmen,2016,14. Penzing ,964557.5,1105.36,50,75342880,14
Unternehmen,2016,15. Rudolfsheim-Fünfhaus ,1690000,2976.19,31,63034401,15
Unternehmen,2016,16. Ottakring ,1880000,3070.18,27,77673710,16
Unternehmen,2016,17. Hernals ,1560000,2812.13,22,33898457,17
Unternehmen,2016,18. Währing ,2100000,2602.04,29,60817710,18
Unternehmen,2016,19. Döbling ,2340000,2652.37,27,76257654,19
Unternehmen,2016,2. Leopoldstadt ,2300000,2845.24,15,49957290,2
Unternehmen,2016,20. Brigittenau ,2580000,3431.03,8,27735000,20
Unternehmen,2016,21. Floridsdorf ,757189.15,550.22,93,120919636.9,21
Unternehmen,2016,22. Donaustadt ,625920,584.71,121,157121429.8,22
Unternehmen,2016,23. Liesing ,1015000,590.91,64,116050629.3,23
Unternehmen,2016,3. Landstraße ,4500000,5130.14,24,282686980,3
Unternehmen,2016,4. Wieden ,4559000,5995.93,7,32208000,4
Unternehmen,2016,5. Margareten ,2030000,4933.77,18,55247999,5
Unternehmen,2016,6. Mariahilf ,4075000,6443.48,10,45597500,6
Unternehmen,2016,7. Neubau ,4150000,6374.07,4,20913300,7
Unternehmen,2016,8. Josefstadt ,6075000,9728.87,9,67440000,8
Unternehmen,2016,9. Alsergrund ,4700000,9474.39,8,49240200,9
Unternehmen,2017,1. Innere Stadt ,22927500,29634.18,4,106255000,1
Unternehmen,2017,10. Favoriten ,1675000,946.14,35,90309226,10
Unternehmen,2017,11. Simmering ,1440000,1171.14,25,129662209,11
Unternehmen,2017,12. Meidling ,1310000,2723.87,53,104134695,12
Unternehmen,2017,13. Hietzing ,1075000,1123.25,31,82199100,13
Unternehmen,2017,14. Penzing ,1185000,1200.42,38,53061500,14
Unternehmen,2017,15. Rudolfsheim-Fünfhaus ,2250000,3863.64,39,116066000,15
Unternehmen,2017,16. Ottakring ,1350000,2932.23,25,53062000,16
Unternehmen,2017,17. Hernals ,900000,2376.43,11,14895000,17
Unternehmen,2017,18. Währing ,2300000,3875,7,20265000,18
Unternehmen,2017,19. Döbling ,2400000,1910.83,17,38187900,19
Unternehmen,2017,2. Leopoldstadt ,2450000,4070.8,30,206328259,2
Unternehmen,2017,20. Brigittenau ,2675000,4423,28,111634762,20
Unternehmen,2017,21. Floridsdorf ,628675,662.11,100,120302494.8,21
Unternehmen,2017,22. Donaustadt ,682500,627.45,152,210443588.1,22
Unternehmen,2017,23. Liesing ,872500,727.18,80,142238437.4,23
Unternehmen,2017,3. Landstraße ,6132500,7756.13,20,161073600,3
Unternehmen,2017,4. Wieden ,6738500,8813.96,8,55577000,4
Unternehmen,2017,5. Margareten ,5050000,5091.58,9,54704800,5
Unternehmen,2017,6. Mariahilf ,5323000,8905.3,4,31596000,6
Unternehmen,2017,7. Neubau ,7560000,8266.67,11,73305000,7
Unternehmen,2017,8. Josefstadt ,6765000,11937.16,2,13530000,8
Unternehmen,2017,9. Alsergrund ,1965000,4491.36,12,25217475,9
Unternehmen,2018,1. Innere Stadt ,58000,5272.73,1,58000,1
Unternehmen,2018,10. Favoriten ,1399750,1139.95,40,77585218,10
Unternehmen,2018,11. Simmering ,2250000,739.71,29,78954860,11
Unternehmen,2018,12. Meidling ,2000000,2584.47,67,159592828,12
Unternehmen,2018,13. Hietzing ,955000,1384.92,28,53095607.4,13
Unternehmen,2018,14. Penzing ,1475000,1619.26,56,112669360.1,14
Unternehmen,2018,15. Rudolfsheim-Fünfhaus ,2150000,4126.21,37,98477500,15
Unternehmen,2018,16. Ottakring ,1640000,3912.64,24,47839500,16
Unternehmen,2018,17. Hernals ,1582500,2128.58,32,55934500,17
Unternehmen,2018,18. Währing ,2717500,2767.81,22,73180000,18
Unternehmen,2018,19. Döbling ,1665000,1871.84,30,105194300,19
Unternehmen,2018,2. Leopoldstadt ,3265000,6781.77,18,98653052,2
Unternehmen,2018,20. Brigittenau ,3365000,4675.79,16,78843000,20
Unternehmen,2018,21. Floridsdorf ,858864,765.48,126,189552953.4,21
Unternehmen,2018,22. Donaustadt ,700000,726.85,184,249423496.2,22
Unternehmen,2018,23. Liesing ,1052500,695.81,115,185485398.4,23
Unternehmen,2018,3. Landstraße ,3200000,7785.37,6,28753420,3
Unternehmen,2018,4. Wieden ,5998000,8655.12,1,5998000,4
Unternehmen,2018,9. Alsergrund ,5000000,7541.48,17,105556910,9
Unternehmen,2019,10. Favoriten ,1503360,1120.69,63,175556815,10
Unternehmen,2019,11. Simmering ,787500,640.29,30,99837453,11
Unternehmen,2019,12. Meidling ,1775000,3233.96,60,125974759,12
Unternehmen,2019,13. Hietzing ,800000,1098.5,21,26543052,13
Unternehmen,2019,14. Penzing ,1500000,2036.52,65,140590594,14
Unternehmen,2019,15. Rudolfsheim-Fünfhaus ,2870000,5243.06,38,143747154,15
Unternehmen,2019,16. Ottakring ,1900000,3313.78,15,33419610,16
Unternehmen,2019,17. Hernals ,1137500,3215.84,16,26359122,17
Unternehmen,2019,18. Währing ,3465000,3330.04,10,58170000,18
Unternehmen,2019,19. Döbling ,2837500,2307.21,20,84216680,19
Unternehmen,2019,2. Leopoldstadt ,3400000,5670.1,43,241475986,2
Unternehmen,2019,20. Brigittenau ,3525000,5618.99,20,128476167,20
Unternehmen,2019,21. Floridsdorf ,1100000,924.78,93,158802518.8,21
Unternehmen,2019,22. Donaustadt ,990000,789.17,186,322069951.8,22
